Date,Time,Trade No.,Type,Instrument,Price,Quantity,Value,Effect,Fees
10/31/2025,10:00:00 PM GMT+2,1/1/1970,expiration,AAPL $240 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
10/31/2025,10:00:00 PM GMT+2,1/1/1970,expiration,AAPL $240 put exp. 10/31/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/3/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/4/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/5/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/6/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/7/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/7/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 11/7/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/7/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $240 put exp. 11/7/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/7/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $240 put exp. 11/7/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/10/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 12/26/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/11/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 12/26/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/12/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 12/26/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/13/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 12/26/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/14/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 12/26/2025,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/14/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 11/14/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/14/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 11/14/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/17/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/18/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/19/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/20/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/21/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/21/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $240 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/21/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/21/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/21/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/21/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/21/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $240 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/21/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $235 put exp. 11/21/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/24/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $265 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/25/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $265 put exp. 1/16/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/26/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $265 put exp. 1/9/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/28/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $265 put exp. 1/9/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
11/28/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $235 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/28/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $235 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/28/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $235 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/28/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $235 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/28/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $240 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/28/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $250 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/28/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $250 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
11/28/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 11/28/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/1/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $270 put exp. 1/16/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/2/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $270 put exp. 1/16/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/3/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $270 put exp. 1/16/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/4/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $265 put exp. 1/16/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/5/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $265 put exp. 1/16/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/5/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 12/5/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/5/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $250 put exp. 12/5/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/5/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 12/5/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/8/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $265 put exp. 1/23/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/9/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $265 put exp. 1/23/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/10/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $265 put exp. 1/23/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/11/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $265 put exp. 1/23/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/12/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $265 put exp. 1/23/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/12/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $260 put exp. 12/12/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/12/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $260 put exp. 12/12/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/15/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 1/30/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/16/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 1/30/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/17/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 1/30/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/18/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 1/30/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/19/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 1/30/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/19/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/19/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/19/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/19/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/19/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/19/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/19/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 12/19/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/22/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 1/30/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/23/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 1/30/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/24/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 2/6/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/26/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 2/6/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/26/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 12/26/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/26/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $260 put exp. 12/26/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/26/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $260 put exp. 12/26/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/26/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $260 put exp. 12/26/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/26/2025,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $260 put exp. 12/26/2025,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
12/29/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 2/6/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/30/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 2/20/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
12/31/2025,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $260 put exp. 2/13/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/2/2026,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 2/13/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/2/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/2/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/2/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/2/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/2/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $260 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/2/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $265 put exp. 1/2/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/5/2026,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $255 put exp. 2/20/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/6/2026,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $250 put exp. 2/20/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/7/2026,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $250 put exp. 2/20/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/8/2026,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $245 put exp. 2/20/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/9/2026,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $245 put exp. 2/20/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/9/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $265 put exp. 1/9/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/9/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/9/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/9/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $265 put exp. 1/9/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/9/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/9/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/12/2026,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $250 put exp. 2/27/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/13/2026,10:45:00 PM GMT+2,1/1/1970,sell to open,AAPL $245 put exp. 2/27/2026,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $265 put exp. 1/16/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $270 put exp. 1/16/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $270 put exp. 1/16/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $270 put exp. 1/16/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $265 put exp. 1/16/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $265 put exp. 1/16/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/16/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/23/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $265 put exp. 1/23/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/23/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/23/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/23/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $265 put exp. 1/23/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/23/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/23/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/23/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $265 put exp. 1/23/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/23/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/23/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/23/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $265 put exp. 1/23/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/23/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/23/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/23/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $265 put exp. 1/23/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/23/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/23/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $260 put exp. 1/30/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $260 put exp. 1/30/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $260 put exp. 1/30/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $260 put exp. 1/30/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 1/30/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 1/30/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $260 put exp. 1/30/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
1/30/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
2/6/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $260 put exp. 2/6/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
2/6/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $260 put exp. 2/6/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
2/6/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $260 put exp. 2/6/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
2/13/2026,11:00:00 PM GMT+2,1/1/1970,exercise,AAPL $260 put exp. 2/13/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
2/13/2026,11:00:00 PM GMT+2,1/1/1970,assignment,AAPL shares,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
2/13/2026,11:00:00 PM GMT+2,1/1/1970,sell to close,AAPL shares,1/1/1970,1/1/1970,1/1/1970,credit,1/1/1970
2/13/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 2/13/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
2/20/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $260 put exp. 2/20/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
2/20/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $255 put exp. 2/20/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
2/20/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $250 put exp. 2/20/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
2/20/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $250 put exp. 2/20/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
2/20/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 2/20/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
2/20/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 2/20/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
2/27/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $250 put exp. 2/27/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
2/27/2026,11:00:00 PM GMT+2,1/1/1970,expiration,AAPL $245 put exp. 2/27/2026,1/1/1970,1/1/1970,1/1/1970,debit,1/1/1970
